Year,District,Jan-FebDistrict,Mar-MayDistrict,Jun-SepDistrict,Oct-DecDistrict,AnnualDistrict,JanFebNational,MarMayNational,JunSepNational,OctDecNational,AnnualNational
1997,Adilabad,23.826999999999998,32.65866666666667,28.71575,24.708,27.884749999999997,20.2,27.23,28.13,23.22,25.35
1998,Adilabad,24.287,31.64633333333333,29.429249999999996,24.52933333333333,27.901500000000002,20.83,27.82,28.31,23.43,25.72
1999,Adilabad,25.076500000000003,32.901666666666664,28.44275,23.691,27.808499999999995,20.81,27.81,27.92,23.37,25.57
2000,Adilabad,23.842,31.923333333333336,27.74225,24.013666666666666,27.205333333333332,20.53,27.63,27.85,23.65,25.53
2001,Adilabad,24.216,30.540000000000003,27.458999999999996,24.400666666666666,26.924166666666665,20.78,27.73,27.92,23.61,25.6
2002,Adilabad,24.621000000000002,32.37466666666666,28.083250000000003,23.911,27.535999999999998,20.74,28.02,28.17,23.57,25.74
2003,Adilabad,23.4235,32.495,28.89275,23.53333333333333,27.541916666666665,20.71,27.83,28.1,23.33,25.61
2004,Adilabad,23.8825,32.385333333333335,28.797,23.453666666666667,27.539166666666663,20.76,28.1,28.02,23.3,25.65
2005,Adilabad,24.091,32.386,27.38775,23.697666666666663,27.165333333333333,20.8,27.7,28.25,23.1,25.58
2006,Adilabad,22.5805,31.163,29.269250000000003,24.66433333333333,27.476666666666663,21.39,27.69,28.02,23.59,25.72
2007,Adilabad,25.3335,32.617333333333335,28.821250000000003,23.745,27.919916666666666,20.92,27.84,28.11,23.42,25.67
2008,Adilabad,23.069000000000003,31.121666666666666,28.67675,25.326999999999998,27.51591666666667,20.26,27.7,27.85,23.85,25.55
2009,Adilabad,24.948999999999998,32.51833333333334,29.29225,24.213000000000005,28.105083333333337,21.59,28.12,28.55,23.61,26.05
2010,Adilabad,24.0435,32.408,27.81825,24.138,27.416500000000003,21.09,28.89,28.2,23.58,26.03
2011,Adilabad,24.5075,31.953999999999997,27.742,24.910666666666668,27.548083333333338,20.52,27.67,28.06,23.71,25.62
2012,Adilabad,25.125,32.25566666666666,28.212250000000004,24.89033333333333,27.878083333333333,20.36,27.82,28.26,23.33,25.6
2013,Adilabad,24.667,32.966,28.213250000000002,24.769000000000002,27.949333333333332,20.93,28.04,28.03,23.36,25.68
1997,Anantapur,23.658,30.060666666666666,26.1605,24.445999999999998,26.289833333333334,20.2,27.23,28.13,23.22,25.35
1998,Anantapur,24.0845,29.402666666666665,26.682,23.947000000000003,26.245499999999996,20.83,27.82,28.31,23.43,25.72
1999,Anantapur,24.7685,29.627666666666666,25.65175,23.864000000000004,26.05158333333333,20.81,27.81,27.92,23.37,25.57
2000,Anantapur,23.78,29.075999999999997,25.579749999999997,24.197000000000003,25.808166666666665,20.53,27.63,27.85,23.65,25.53
2001,Anantapur,24.3655,28.88966666666667,25.621250000000003,23.652666666666665,25.73691666666667,20.78,27.73,27.92,23.61,25.6
2002,Anantapur,24.688499999999998,29.88,25.765500000000003,23.559,26.063,20.74,28.02,28.17,23.57,25.74
2003,Anantapur,23.762500000000003,29.521666666666665,26.144500000000004,23.727666666666664,25.987583333333333,20.71,27.83,28.1,23.33,25.61
2004,Anantapur,23.686999999999998,29.74,26.147,23.274666666666665,25.917166666666663,20.76,28.1,28.02,23.3,25.65
2005,Anantapur,24.2855,29.606333333333335,26.125,22.891000000000002,25.880249999999993,20.8,27.7,28.25,23.1,25.58
2006,Anantapur,24.244999999999997,29.414666666666665,26.409750000000003,24.241333333333333,26.258083333333328,21.39,27.69,28.02,23.59,25.72
2007,Anantapur,24.677500000000002,29.706,25.78,23.545666666666666,26.019166666666667,20.92,27.84,28.11,23.42,25.67
2008,Anantapur,23.997,28.819666666666667,26.48775,24.672666666666668,26.20183333333333,20.26,27.7,27.85,23.85,25.55
2009,Anantapur,25.378999999999998,30.301,26.4875,23.907666666666668,26.611166666666673,21.59,28.12,28.55,23.61,26.05
2010,Anantapur,24.27,29.18466666666667,25.76725,23.858,25.89475,21.09,28.89,28.2,23.58,26.03
2011,Anantapur,24.784,29.083333333333332,25.4865,23.927999999999997,25.879,20.52,27.67,28.06,23.71,25.62
2012,Anantapur,25.255499999999998,29.608,26.030749999999998,23.994,26.28666666666666,20.36,27.82,28.26,23.33,25.6
2013,Anantapur,24.498,29.88433333333333,26.257749999999998,24.179333333333332,26.351499999999998,20.93,28.04,28.03,23.36,25.68
1997,Chittoor,23.0295,29.155999999999995,27.528750000000002,24.167333333333335,26.34533333333333,20.2,27.23,28.13,23.22,25.35
1998,Chittoor,23.3245,28.721333333333334,27.829,24.213333333333335,26.39741666666666,20.83,27.82,28.31,23.43,25.72
1999,Chittoor,23.958,29.296000000000003,26.883250000000004,23.936666666666667,26.262249999999998,20.81,27.81,27.92,23.37,25.57
2000,Chittoor,23.146,28.741,26.747,24.045,25.969833333333337,20.53,27.63,27.85,23.65,25.53
2001,Chittoor,23.8565,28.736,27.00425,23.942333333333334,26.14708333333333,20.78,27.73,27.92,23.61,25.6
2002,Chittoor,24.189500000000002,29.323666666666668,26.930500000000002,23.776,26.283333333333335,20.74,28.02,28.17,23.57,25.74
2003,Chittoor,23.301499999999997,28.750333333333334,27.3455,23.827333333333332,26.14316666666667,20.71,27.83,28.1,23.33,25.61
2004,Chittoor,23.245,29.10366666666667,27.21975,23.649,26.135583333333333,20.76,28.1,28.02,23.3,25.65
2005,Chittoor,23.863500000000002,29.144000000000002,27.3415,23.336000000000002,26.211083333333335,20.8,27.7,28.25,23.1,25.58
2006,Chittoor,23.692,28.573666666666668,27.331500000000002,24.276333333333337,26.271666666666665,21.39,27.69,28.02,23.59,25.72
2007,Chittoor,23.896,29.211333333333332,26.901500000000002,23.89366666666667,26.226083333333335,20.92,27.84,28.11,23.42,25.67
2008,Chittoor,23.479,28.771666666666665,27.7575,24.391333333333336,26.456416666666666,20.26,27.7,27.85,23.85,25.55
2009,Chittoor,25.0745,29.774,27.679500000000004,24.099666666666668,26.874,21.59,28.12,28.55,23.61,26.05
2010,Chittoor,23.7455,28.926000000000002,26.937,23.994333333333334,26.166666666666668,21.09,28.89,28.2,23.58,26.03
2011,Chittoor,24.361,28.858666666666664,26.820500000000003,23.97066666666667,26.207666666666668,20.52,27.67,28.06,23.71,25.62
2012,Chittoor,24.567500000000003,29.406666666666666,27.47475,23.979,26.599249999999998,20.36,27.82,28.26,23.33,25.6
2013,Chittoor,23.9155,29.429333333333332,27.7585,24.148666666666667,26.63325,20.93,28.04,28.03,23.36,25.68
1997,Cuddapah,23.4675,30.451999999999998,27.813,24.551666666666666,26.933166666666665,20.2,27.23,28.13,23.22,25.35
1998,Cuddapah,23.966500000000003,29.933000000000003,28.08825,24.167,26.882166666666667,20.83,27.82,28.31,23.43,25.72
1999,Cuddapah,24.516,30.422666666666668,27.00975,24.082333333333334,26.715500000000002,20.81,27.81,27.92,23.37,25.57
2000,Cuddapah,23.6415,29.706999999999997,26.91775,24.18466666666667,26.38575,20.53,27.63,27.85,23.65,25.53
2001,Cuddapah,24.34,29.435666666666666,27.125999999999998,23.950666666666667,26.44525,20.78,27.73,27.92,23.61,25.6
2002,Cuddapah,24.556,30.515666666666664,27.16675,23.924000000000003,26.758166666666668,20.74,28.02,28.17,23.57,25.74
2003,Cuddapah,23.689,30.019333333333332,27.68975,24.043666666666667,26.69383333333333,20.71,27.83,28.1,23.33,25.61
2004,Cuddapah,23.69,30.378333333333334,27.65625,23.670333333333332,26.679250000000007,20.76,28.1,28.02,23.3,25.65
2005,Cuddapah,24.314,30.314333333333334,27.697,23.313666666666666,26.691666666666666,20.8,27.7,28.25,23.1,25.58
2006,Cuddapah,24.0625,29.876333333333335,27.74725,24.395333333333337,26.827416666666664,21.39,27.69,28.02,23.59,25.72
2007,Cuddapah,24.536500000000004,30.372666666666664,27.09725,23.834333333333337,26.67358333333333,20.92,27.84,28.11,23.42,25.67
2008,Cuddapah,23.8465,29.675,27.935,24.740333333333336,26.889916666666664,20.26,27.7,27.85,23.85,25.55
2009,Cuddapah,25.576,30.97,27.95975,24.17866666666667,27.369749999999996,21.59,28.12,28.55,23.61,26.05
2010,Cuddapah,24.204,30.042,27.0695,24.139333333333337,26.602500000000003,21.09,28.89,28.2,23.58,26.03
2011,Cuddapah,24.8295,29.90133333333333,26.88375,24.213000000000005,26.628083333333333,20.52,27.67,28.06,23.71,25.62
2012,Cuddapah,25.133000000000003,30.478333333333335,27.55275,24.223333333333333,27.0485,20.36,27.82,28.26,23.33,25.6
2013,Cuddapah,24.408500000000004,30.606333333333335,27.771500000000003,24.273666666666667,27.04525,20.93,28.04,28.03,23.36,25.68
1997,East Godavari,23.964,30.041666666666668,29.589499999999997,25.962666666666667,27.858249999999998,20.2,27.23,28.13,23.22,25.35
1998,East Godavari,24.2275,29.431,30.18425,25.907666666666668,27.934,20.83,27.82,28.31,23.43,25.72
1999,East Godavari,25.052,30.352333333333338,29.114250000000002,25.676000000000002,27.88716666666667,20.81,27.81,27.92,23.37,25.57
2000,East Godavari,24.317,29.96333333333334,28.794,25.576000000000004,27.53566666666667,20.53,27.63,27.85,23.65,25.53
2001,East Godavari,25.069000000000003,29.47,29.096249999999998,25.913,27.72266666666667,20.78,27.73,27.92,23.61,25.6
2002,East Godavari,25.324,30.404000000000007,29.21275,25.201999999999998,27.859749999999995,20.74,28.02,28.17,23.57,25.74
2003,East Godavari,24.15,29.939000000000004,29.4535,25.56833333333333,27.719666666666665,20.71,27.83,28.1,23.33,25.61
2004,East Godavari,24.341,29.799000000000003,29.95225,25.579333333333334,27.885500000000004,20.76,28.1,28.02,23.3,25.65
2005,East Godavari,24.6845,30.46666666666667,29.3005,25.089,27.769833333333334,20.8,27.7,28.25,23.1,25.58
2006,East Godavari,24.071,29.342000000000002,29.72875,25.903000000000002,27.732666666666663,21.39,27.69,28.02,23.59,25.72
2007,East Godavari,24.604,30.245666666666665,29.3655,25.47266666666667,27.818749999999998,20.92,27.84,28.11,23.42,25.67
2008,East Godavari,24.052,29.623999999999995,30.176250000000003,26.624333333333336,28.129499999999997,20.26,27.7,27.85,23.85,25.55
2009,East Godavari,25.8445,30.535,29.931,25.959333333333333,28.408000000000005,21.59,28.12,28.55,23.61,26.05
2010,East Godavari,24.5015,30.391000000000002,29.51175,25.719333333333335,27.94841666666666,21.09,28.89,28.2,23.58,26.03
2011,East Godavari,25.148000000000003,30.502333333333336,28.92575,25.848333333333333,27.92091666666666,20.52,27.67,28.06,23.71,25.62
2012,East Godavari,24.92,30.347333333333335,29.62025,26.18166666666666,28.159000000000002,20.36,27.82,28.26,23.33,25.6
2013,East Godavari,24.9325,30.862333333333336,29.789749999999998,25.677000000000003,28.220166666666668,20.93,28.04,28.03,23.36,25.68
1997,Guntur,24.570500000000003,31.488,30.127,26.354333333333333,28.598000000000003,20.2,27.23,28.13,23.22,25.35
1998,Guntur,25.006,30.987333333333336,30.431,25.76533333333333,28.4995,20.83,27.82,28.31,23.43,25.72
1999,Guntur,25.749000000000002,31.668666666666667,29.40925,25.729666666666663,28.44416666666667,20.81,27.81,27.92,23.37,25.57
2000,Guntur,25.0275,31.02733333333333,29.0605,25.641000000000002,28.025166666666667,20.53,27.63,27.85,23.65,25.53
2001,Guntur,25.684,30.737,29.36925,25.787000000000003,28.201416666666663,20.78,27.73,27.92,23.61,25.6
2002,Guntur,25.8725,31.721999999999998,29.39675,25.392666666666667,28.389666666666667,20.74,28.02,28.17,23.57,25.74
2003,Guntur,24.858,31.288666666666668,29.92575,25.712666666666667,28.36858333333333,20.71,27.83,28.1,23.33,25.61
2004,Guntur,25.009,31.23866666666667,30.3495,25.52633333333333,28.47591666666666,20.76,28.1,28.02,23.3,25.65
2005,Guntur,25.3895,31.704333333333334,29.90325,24.948333333333338,28.362499999999997,20.8,27.7,28.25,23.1,25.58
2006,Guntur,24.7715,30.706,30.1745,26.068,28.380249999999993,21.39,27.69,28.02,23.59,25.72
2007,Guntur,25.542,31.548000000000002,29.634249999999998,25.423333333333336,28.377916666666668,20.92,27.84,28.11,23.42,25.67
2008,Guntur,24.747999999999998,31.026,30.497,26.729,28.72908333333333,20.26,27.7,27.85,23.85,25.55
2009,Guntur,26.7625,32.31466666666666,30.49975,25.849,29.16791666666666,21.59,28.12,28.55,23.61,26.05
2010,Guntur,25.259999999999998,31.628666666666664,29.5725,25.884333333333334,28.44575,21.09,28.89,28.2,23.58,26.03
2011,Guntur,25.8745,31.564000000000004,29.09775,26.03933333333333,28.412500000000005,20.52,27.67,28.06,23.71,25.62
2012,Guntur,25.932000000000002,31.759,29.968000000000004,26.149666666666672,28.788500000000003,20.36,27.82,28.26,23.33,25.6
2013,Guntur,25.5565,32.21366666666666,30.06925,25.756666666666664,28.77508333333333,20.93,28.04,28.03,23.36,25.68
1997,Hyderabad,24.2125,32.219,27.90775,25.944999999999997,27.879,20.2,27.23,28.13,23.22,25.35
1998,Hyderabad,24.563000000000002,31.28533333333333,28.3155,24.87466666666667,27.572333333333333,20.83,27.82,28.31,23.43,25.72
1999,Hyderabad,25.5355,32.17466666666667,27.71375,24.474666666666664,27.656166666666667,20.81,27.81,27.92,23.37,25.57
2000,Hyderabad,24.874000000000002,31.560333333333332,27.17725,24.708,27.271833333333337,20.53,27.63,27.85,23.65,25.53
2001,Hyderabad,25.0465,30.557,27.032749999999997,24.741333333333333,27.00991666666667,20.78,27.73,27.92,23.61,25.6
2002,Hyderabad,25.5855,32.26733333333333,27.427,24.485666666666663,27.59483333333333,20.74,28.02,28.17,23.57,25.74
2003,Hyderabad,24.1585,31.867,27.7715,24.52633333333333,27.38191666666667,20.71,27.83,28.1,23.33,25.61
2004,Hyderabad,24.424,31.752,27.98275,24.175,27.379999999999995,20.76,28.1,28.02,23.3,25.65
2005,Hyderabad,24.9465,31.875333333333334,27.327,23.526333333333337,27.117166666666666,20.8,27.7,28.25,23.1,25.58
2006,Hyderabad,23.884999999999998,30.78533333333333,28.21575,24.933666666666667,27.31583333333333,21.39,27.69,28.02,23.59,25.72
2007,Hyderabad,25.561999999999998,31.703666666666663,27.796249999999997,24.300666666666668,27.52683333333333,20.92,27.84,28.11,23.42,25.67
2008,Hyderabad,23.9745,30.700333333333333,28.18275,25.985333333333333,27.561416666666663,20.26,27.7,27.85,23.85,25.55
2009,Hyderabad,26.197,32.626000000000005,28.527,24.48266666666667,28.152333333333335,21.59,28.12,28.55,23.61,26.05
2010,Hyderabad,24.674,31.633666666666667,27.152,24.641333333333332,27.231750000000005,21.09,28.89,28.2,23.58,26.03
2011,Hyderabad,25.285,31.300333333333338,26.827,25.034000000000002,27.24008333333333,20.52,27.67,28.06,23.71,25.62
2012,Hyderabad,25.6625,31.844666666666665,27.640500000000003,24.975000000000005,27.695500000000006,20.36,27.82,28.26,23.33,25.6
2013,Hyderabad,24.9735,32.326,27.64425,24.69333333333333,27.631833333333333,20.93,28.04,28.03,23.36,25.68
1997,Karimnagar,23.381500000000003,32.12266666666667,28.4375,24.607333333333333,27.558583333333335,20.2,27.23,28.13,23.22,25.35
1998,Karimnagar,23.8675,31.007666666666665,28.963,24.281333333333333,27.4545,20.83,27.82,28.31,23.43,25.72
1999,Karimnagar,24.6115,32.336999999999996,27.9865,23.575666666666667,27.40891666666667,20.81,27.81,27.92,23.37,25.57
2000,Karimnagar,23.677500000000002,31.448666666666668,27.442500000000003,23.791666666666668,26.903833333333335,20.53,27.63,27.85,23.65,25.53
2001,Karimnagar,23.9535,29.962333333333333,27.131249999999998,24.269666666666666,26.593999999999998,20.78,27.73,27.92,23.61,25.6
2002,Karimnagar,24.5405,31.874,27.646749999999997,23.671999999999997,27.192166666666665,20.74,28.02,28.17,23.57,25.74
2003,Karimnagar,22.9865,31.875,28.44725,23.310000000000002,27.109750000000002,20.71,27.83,28.1,23.33,25.61
2004,Karimnagar,23.569499999999998,31.894666666666666,28.411250000000003,23.28833333333333,27.19441666666666,20.76,28.1,28.02,23.3,25.65
2005,Karimnagar,23.9795,31.919333333333338,27.1095,23.362333333333336,26.853499999999997,20.8,27.7,28.25,23.1,25.58
2006,Karimnagar,22.423,30.641000000000002,28.814500000000002,24.229,27.0595,21.39,27.69,28.02,23.59,25.72
2007,Karimnagar,24.9605,31.886,28.401750000000003,23.67833333333333,27.51841666666667,20.92,27.84,28.11,23.42,25.67
2008,Karimnagar,23.1435,30.650666666666666,28.512749999999997,25.361333333333334,27.364499999999996,20.26,27.7,27.85,23.85,25.55
2009,Karimnagar,25.178,32.160666666666664,28.897250000000003,24.058333333333337,27.8835,21.59,28.12,28.55,23.61,26.05
2010,Karimnagar,23.883499999999998,31.782333333333337,27.47425,24.086333333333332,27.105833333333333,21.09,28.89,28.2,23.58,26.03
2011,Karimnagar,24.553,31.355333333333334,27.2825,24.60233333333333,27.175749999999997,20.52,27.67,28.06,23.71,25.62
2012,Karimnagar,24.897,31.715000000000003,27.81825,24.62166666666667,27.50641666666667,20.36,27.82,28.26,23.33,25.6
2013,Karimnagar,24.3515,32.38166666666667,27.930749999999996,24.465666666666664,27.58066666666667,20.93,28.04,28.03,23.36,25.68
1997,Khammam,24.217000000000002,31.567000000000004,29.8465,25.929333333333332,28.35908333333333,20.2,27.23,28.13,23.22,25.35
1998,Khammam,24.6155,30.748333333333335,30.29275,25.712333333333333,28.31533333333333,20.83,27.82,28.31,23.43,25.72
1999,Khammam,25.432499999999997,31.83966666666667,29.227249999999998,25.275333333333332,28.25991666666667,20.81,27.81,27.92,23.37,25.57
2000,Khammam,24.625500000000002,31.234333333333336,28.817,25.345,27.85475,20.53,27.63,27.85,23.65,25.53
2001,Khammam,25.238,30.432,28.927500000000002,25.777666666666665,27.901249999999994,20.78,27.73,27.92,23.61,25.6
2002,Khammam,25.616,31.637333333333334,29.124499999999998,25.06266666666667,28.1525,20.74,28.02,28.17,23.57,25.74
2003,Khammam,24.222,31.47,29.72625,25.166666666666668,28.104916666666668,20.71,27.83,28.1,23.33,25.61
2004,Khammam,24.509999999999998,31.300333333333338,30.00875,25.136,28.197000000000003,20.76,28.1,28.02,23.3,25.65
2005,Khammam,24.992,31.765666666666664,29.10725,24.870666666666665,28.026833333333332,20.8,27.7,28.25,23.1,25.58
2006,Khammam,23.921,30.474333333333334,30.0295,25.691333333333336,28.03808333333333,21.39,27.69,28.02,23.59,25.72
2007,Khammam,25.31,31.55933333333333,29.6685,25.27,28.315166666666666,20.92,27.84,28.11,23.42,25.67
2008,Khammam,24.2285,30.761333333333337,30.28325,26.831666666666667,28.530749999999998,20.26,27.7,27.85,23.85,25.55
2009,Khammam,26.335500000000003,32.12833333333334,30.3085,25.682,28.944666666666674,21.59,28.12,28.55,23.61,26.05
2010,Khammam,24.756999999999998,31.613333333333333,29.298000000000002,25.566999999999997,28.187249999999995,21.09,28.89,28.2,23.58,26.03
2011,Khammam,25.5825,31.52133333333333,28.90225,25.84833333333333,28.24025,20.52,27.67,28.06,23.71,25.62
2012,Khammam,25.445,31.520666666666667,29.469,26.044333333333338,28.45508333333333,20.36,27.82,28.26,23.33,25.6
2013,Khammam,25.2195,32.17733333333333,29.64075,25.670666666666666,28.545499999999993,20.93,28.04,28.03,23.36,25.68
1997,Krishna,24.072000000000003,30.404666666666667,29.848,25.981333333333335,28.057833333333335,20.2,27.23,28.13,23.22,25.35
1998,Krishna,24.474,29.939333333333334,30.191,25.62166666666667,28.03291666666667,20.83,27.82,28.31,23.43,25.72
1999,Krishna,25.267000000000003,30.715666666666664,29.135250000000003,25.485333333333333,27.97316666666666,20.81,27.81,27.92,23.37,25.57
2000,Krishna,24.5575,30.18166666666667,28.743250000000003,25.46166666666667,27.584833333333336,20.53,27.63,27.85,23.65,25.53
2001,Krishna,25.325000000000003,30.03633333333333,29.167250000000003,25.662333333333333,27.867916666666673,20.78,27.73,27.92,23.61,25.6
2002,Krishna,25.436,30.732333333333333,29.15675,25.11233333333333,27.919416666666663,20.74,28.02,28.17,23.57,25.74
2003,Krishna,24.459000000000003,30.343666666666667,29.645,25.493,27.917333333333332,20.71,27.83,28.1,23.33,25.61
2004,Krishna,24.548000000000002,30.10633333333333,30.12175,25.407666666666668,28.01041666666667,20.76,28.1,28.02,23.3,25.65
2005,Krishna,24.871000000000002,30.78,29.573,24.825333333333333,27.904166666666665,20.8,27.7,28.25,23.1,25.58
2006,Krishna,24.2195,29.635,29.838,25.880000000000006,27.861333333333334,21.39,27.69,28.02,23.59,25.72
2007,Krishna,24.912,30.505333333333336,29.42775,25.294,27.911083333333334,20.92,27.84,28.11,23.42,25.67
2008,Krishna,24.31,30.044666666666668,30.331,26.50333333333333,28.298999999999996,20.26,27.7,27.85,23.85,25.55
2009,Krishna,26.223,31.179000000000002,30.186,25.713333333333335,28.65558333333333,21.59,28.12,28.55,23.61,26.05
2010,Krishna,24.6945,30.603666666666665,29.5665,25.701666666666664,28.047583333333336,21.09,28.89,28.2,23.58,26.03
2011,Krishna,25.2935,30.723666666666663,28.866,25.785666666666668,27.964916666666667,20.52,27.67,28.06,23.71,25.62
2012,Krishna,25.2245,30.653666666666666,29.757250000000003,26.012333333333334,28.289666666666662,20.36,27.82,28.26,23.33,25.6
2013,Krishna,25.072000000000003,31.214333333333332,29.88075,25.517,28.321749999999998,20.93,28.04,28.03,23.36,25.68
1997,Kurnool,24.8345,32.23466666666667,28.66125,26.057666666666666,28.26591666666667,20.2,27.23,28.13,23.22,25.35
1998,Kurnool,25.3455,31.711,28.968750000000004,25.054999999999996,28.072,20.83,27.82,28.31,23.43,25.72
1999,Kurnool,25.8555,32.046,27.9965,25.229333333333333,27.96025,20.81,27.81,27.92,23.37,25.57
2000,Kurnool,25.1555,31.235666666666663,27.783499999999997,25.145,27.548916666666667,20.53,27.63,27.85,23.65,25.53
2001,Kurnool,25.491,30.605666666666668,27.82875,25.076000000000004,27.445166666666665,20.78,27.73,27.92,23.61,25.6
2002,Kurnool,25.872,32.11933333333334,27.967750000000002,25.029666666666667,27.921833333333336,20.74,28.02,28.17,23.57,25.74
2003,Kurnool,24.7835,31.71466666666667,28.577,25.146,27.87141666666666,20.71,27.83,28.1,23.33,25.61
2004,Kurnool,25.063,32.03,28.74525,24.769333333333336,27.958750000000006,20.76,28.1,28.02,23.3,25.65
2005,Kurnool,25.5355,32.035333333333334,28.564750000000004,24.347333333333335,27.873166666666673,20.8,27.7,28.25,23.1,25.58
2006,Kurnool,25.0905,31.585333333333335,28.9295,25.511666666666667,28.09916666666666,21.39,27.69,28.02,23.59,25.72
2007,Kurnool,26.051000000000002,32.184666666666665,28.107,24.765,27.94825,20.92,27.84,28.11,23.42,25.67
2008,Kurnool,25.0545,31.156333333333333,28.834500000000002,26.254333333333335,28.139916666666664,20.26,27.7,27.85,23.85,25.55
2009,Kurnool,26.807000000000002,32.803666666666665,28.953250000000004,25.237000000000005,28.629083333333337,21.59,28.12,28.55,23.61,26.05
2010,Kurnool,25.514000000000003,31.74766666666667,27.969250000000002,25.27633333333333,27.831416666666666,21.09,28.89,28.2,23.58,26.03
2011,Kurnool,26.073500000000003,31.549000000000003,27.68275,25.47,27.827916666666667,20.52,27.67,28.06,23.71,25.62
2012,Kurnool,26.4675,32.07833333333334,28.3175,25.476666666666663,28.239166666666666,20.36,27.82,28.26,23.33,25.6
2013,Kurnool,25.752000000000002,32.43133333333333,28.465500000000002,25.479666666666663,28.258249999999993,20.93,28.04,28.03,23.36,25.68
1997,Mahbubnagar,24.799500000000002,32.467333333333336,28.515,26.27,28.32258333333333,20.2,27.23,28.13,23.22,25.35
1998,Mahbubnagar,25.271500000000003,31.77066666666667,28.89775,25.177999999999997,28.081666666666667,20.83,27.82,28.31,23.43,25.72
1999,Mahbubnagar,25.9135,32.340333333333334,28.059250000000002,25.11833333333333,28.036666666666672,20.81,27.81,27.92,23.37,25.57
2000,Mahbubnagar,25.2065,31.594000000000005,27.68125,25.142,27.612166666666667,20.53,27.63,27.85,23.65,25.53
2001,Mahbubnagar,25.484500000000004,30.707333333333334,27.63825,25.167,27.428749999999997,20.78,27.73,27.92,23.61,25.6
2002,Mahbubnagar,25.921,32.434,27.9035,25.062,27.99533333333333,20.74,28.02,28.17,23.57,25.74
2003,Mahbubnagar,24.616999999999997,31.997,28.4675,25.147666666666666,27.87816666666667,20.71,27.83,28.1,23.33,25.61
2004,Mahbubnagar,25.0235,32.12533333333334,28.649,24.775000000000002,27.945333333333338,20.76,28.1,28.02,23.3,25.65
2005,Mahbubnagar,25.47,32.196,28.2365,24.273,27.774416666666667,20.8,27.7,28.25,23.1,25.58
2006,Mahbubnagar,24.674,31.411,28.87475,25.462333333333333,27.955583333333337,21.39,27.69,28.02,23.59,25.72
2007,Mahbubnagar,26.059,32.23166666666666,28.22875,24.788333333333338,28.007749999999998,20.92,27.84,28.11,23.42,25.67
2008,Mahbubnagar,24.752499999999998,31.220000000000002,28.753999999999998,26.418000000000003,28.11958333333334,20.26,27.7,27.85,23.85,25.55
2009,Mahbubnagar,26.743499999999997,33.01466666666666,29.012,25.124000000000006,28.66258333333333,21.59,28.12,28.55,23.61,26.05
2010,Mahbubnagar,25.376,31.992,27.795250000000003,25.229666666666663,27.79983333333334,21.09,28.89,28.2,23.58,26.03
2011,Mahbubnagar,25.938000000000002,31.710333333333335,27.51825,25.552666666666664,27.811499999999995,20.52,27.67,28.06,23.71,25.62
2012,Mahbubnagar,26.313500000000005,32.23666666666667,28.2085,25.528666666666666,28.229749999999996,20.36,27.82,28.26,23.33,25.6
2013,Mahbubnagar,25.6295,32.675000000000004,28.28175,25.368333333333336,28.209666666666664,20.93,28.04,28.03,23.36,25.68
1997,Medak,23.8305,32.01066666666667,27.426750000000002,25.424000000000003,27.472666666666665,20.2,27.23,28.13,23.22,25.35
1998,Medak,24.205,30.997,27.9815,24.508,27.237583333333337,20.83,27.82,28.31,23.43,25.72
1999,Medak,25.124000000000002,32.00566666666666,27.34925,23.949333333333332,27.292500000000004,20.81,27.81,27.92,23.37,25.57
2000,Medak,24.3245,31.30966666666667,26.771250000000002,24.30633333333333,26.881833333333333,20.53,27.63,27.85,23.65,25.53
2001,Medak,24.534,30.24666666666667,26.51525,24.326333333333338,26.570666666666668,20.78,27.73,27.92,23.61,25.6
2002,Medak,24.982999999999997,31.912666666666667,27.04575,24.108999999999998,27.184499999999996,20.74,28.02,28.17,23.57,25.74
2003,Medak,23.6125,31.697666666666667,27.462,23.961333333333332,27.004166666666674,20.71,27.83,28.1,23.33,25.61
2004,Medak,23.967,31.501,27.573,23.694000000000003,26.984250000000003,20.76,28.1,28.02,23.3,25.65
2005,Medak,24.399,31.590666666666667,26.748,23.197999999999997,26.679666666666666,20.8,27.7,28.25,23.1,25.58
2006,Medak,23.151,30.522333333333336,27.960250000000002,24.573666666666668,26.952583333333333,21.39,27.69,28.02,23.59,25.72
2007,Medak,25.219,31.52133333333333,27.504749999999998,23.844666666666665,27.21291666666667,20.92,27.84,28.11,23.42,25.67
2008,Medak,23.275,30.328000000000003,27.64425,25.55,27.063416666666665,20.26,27.7,27.85,23.85,25.55
2009,Medak,25.48,32.28933333333333,28.136000000000003,24.050333333333338,27.71024999999999,21.59,28.12,28.55,23.61,26.05
2010,Medak,24.1205,31.398666666666667,26.705,24.136666666666667,26.80558333333333,21.09,28.89,28.2,23.58,26.03
2011,Medak,24.682000000000002,31.030666666666665,26.497,24.679666666666666,26.873583333333332,20.52,27.67,28.06,23.71,25.62
2012,Medak,25.102000000000004,31.520333333333337,27.17675,24.619333333333334,27.2775,20.36,27.82,28.26,23.33,25.6
2013,Medak,24.502499999999998,32.044333333333334,27.110500000000002,24.351333333333333,27.2195,20.93,28.04,28.03,23.36,25.68
1997,Nalgonda,23.9375,31.700333333333333,28.559,25.669,27.851583333333338,20.2,27.23,28.13,23.22,25.35
