Year,District,Jan-FebDistrict,Mar-MayDistrict,Jun-SepDistrict,Oct-DecDistrict,AnnualDistrict,JanFebNational,MarMayNational,JunSepNational,OctDecNational,AnnualNational
2012,Banas Kantha,19.872,30.457333333333334,29.6965,25.320000000000004,27.15516666666667,20.36,27.82,28.26,23.33,25.6
2013,Banas Kantha,19.957,31.201000000000004,30.6855,25.35366666666667,27.69333333333333,20.93,28.04,28.03,23.36,25.68
1997,Bharuch,22.2825,29.149333333333335,27.988,25.326666666666664,26.66208333333333,20.2,27.23,28.13,23.22,25.35
1998,Bharuch,22.890500000000003,29.328333333333333,29.436999999999998,26.636333333333337,27.618583333333333,20.83,27.82,28.31,23.43,25.72
1999,Bharuch,23.661,29.519333333333332,28.43525,25.270333333333337,27.11933333333333,20.81,27.81,27.92,23.37,25.57
2000,Bharuch,21.742,28.826666666666664,27.83075,25.811666666666667,26.56016666666667,20.53,27.63,27.85,23.65,25.53
2001,Bharuch,23.1395,28.521,27.728,25.55033333333333,26.61708333333333,20.78,27.73,27.92,23.61,25.6
2002,Bharuch,21.656,29.169666666666668,28.255000000000003,25.126666666666665,26.60175,20.74,28.02,28.17,23.57,25.74
2003,Bharuch,21.3525,28.56833333333333,28.40675,25.395666666666667,26.518666666666665,20.71,27.83,28.1,23.33,25.61
2004,Bharuch,22.7095,28.848,28.545,26.06266666666667,27.027583333333336,20.76,28.1,28.02,23.3,25.65
2005,Bharuch,22.3805,29.35966666666667,27.594250000000002,25.093666666666667,26.5415,20.8,27.7,28.25,23.1,25.58
2006,Bharuch,21.624000000000002,28.80366666666667,29.084,25.74866666666667,26.936750000000004,21.39,27.69,28.02,23.59,25.72
2007,Bharuch,22.769,29.620333333333335,28.13825,25.11,26.85683333333333,20.92,27.84,28.11,23.42,25.67
2008,Bharuch,21.3615,28.268,27.83025,25.788666666666668,26.351166666666668,20.26,27.7,27.85,23.85,25.55
2009,Bharuch,21.950499999999998,29.50933333333333,28.5285,25.529,26.9275,21.59,28.12,28.55,23.61,26.05
2010,Bharuch,22.2,28.989666666666665,27.8505,24.864333333333335,26.447,21.09,28.89,28.2,23.58,26.03
2011,Bharuch,21.7765,28.73133333333333,28.21,26.179999999999996,26.760583333333333,20.52,27.67,28.06,23.71,25.62
2012,Bharuch,22.092,28.831999999999997,27.53425,25.755666666666666,26.506999999999994,20.36,27.82,28.26,23.33,25.6
2013,Bharuch,21.788,29.615,28.12025,26.194666666666667,26.957166666666666,20.93,28.04,28.03,23.36,25.68
1997,Bhavnagar,21.822499999999998,28.436333333333334,28.15675,25.495333333333335,26.505583333333334,20.2,27.23,28.13,23.22,25.35
1998,Bhavnagar,22.546,28.512666666666664,29.76825,27.05933333333333,27.573416666666663,20.83,27.82,28.31,23.43,25.72
1999,Bhavnagar,23.228,28.600666666666665,28.54875,25.41333333333333,26.89108333333333,20.81,27.81,27.92,23.37,25.57
2000,Bhavnagar,21.102,28.036,27.925749999999997,25.938333333333333,26.319166666666664,20.53,27.63,27.85,23.65,25.53
2001,Bhavnagar,22.7425,27.580666666666662,28.01925,25.474666666666668,26.394000000000002,20.78,27.73,27.92,23.61,25.6
2002,Bhavnagar,21.17,28.302000000000003,28.236,25.391000000000002,26.363583333333338,20.74,28.02,28.17,23.57,25.74
2003,Bhavnagar,21.225,27.614,28.504749999999998,25.519666666666666,26.3225,20.71,27.83,28.1,23.33,25.61
2004,Bhavnagar,22.61,28.010333333333335,28.823,26.262,26.944083333333335,20.76,28.1,28.02,23.3,25.65
2005,Bhavnagar,22.1115,28.638666666666666,27.687,25.28266666666667,26.394583333333333,20.8,27.7,28.25,23.1,25.58
2006,Bhavnagar,21.424,27.965666666666667,29.1935,25.733999999999998,26.72675,21.39,27.69,28.02,23.59,25.72
2007,Bhavnagar,22.328,28.808333333333334,28.226750000000003,25.227666666666668,26.639250000000004,20.92,27.84,28.11,23.42,25.67
2008,Bhavnagar,21.0625,27.695000000000004,28.165499999999998,25.532666666666668,26.20583333333333,20.26,27.7,27.85,23.85,25.55
2009,Bhavnagar,21.596,28.677000000000003,28.58475,25.743666666666666,26.73275,21.59,28.12,28.55,23.61,26.05
2010,Bhavnagar,21.9545,28.262,28.058500000000002,25.334333333333333,26.411,21.09,28.89,28.2,23.58,26.03
2011,Bhavnagar,21.5845,27.871,28.14575,26.302666666666667,26.522750000000002,20.52,27.67,28.06,23.71,25.62
2012,Bhavnagar,21.6675,28.292999999999996,27.78675,26.072666666666667,26.464916666666664,20.36,27.82,28.26,23.33,25.6
2013,Bhavnagar,21.799500000000002,29.074,28.201999999999998,26.36466666666667,26.893583333333336,20.93,28.04,28.03,23.36,25.68
1997,Dohad,22.023,30.897000000000002,29.175250000000002,25.14833333333333,27.40691666666667,20.2,27.23,28.13,23.22,25.35
1998,Dohad,22.590500000000002,30.926,30.87075,26.218333333333334,28.34141666666667,20.83,27.82,28.31,23.43,25.72
1999,Dohad,23.639000000000003,31.501666666666665,29.77675,25.002333333333336,27.991416666666662,20.81,27.81,27.92,23.37,25.57
2000,Dohad,21.418,30.547333333333338,29.094250000000002,25.606666666666666,27.306250000000002,20.53,27.63,27.85,23.65,25.53
2001,Dohad,22.985500000000002,30.24133333333333,28.78675,25.201666666666668,27.28725,20.78,27.73,27.92,23.61,25.6
2002,Dohad,21.443,30.92233333333333,29.462,24.93766666666666,27.3595,20.74,28.02,28.17,23.57,25.74
2003,Dohad,21.058500000000002,30.486666666666668,29.715500000000002,25.058000000000003,27.301083333333334,20.71,27.83,28.1,23.33,25.61
2004,Dohad,22.6045,30.646,29.80875,25.963333333333335,27.855999999999998,20.76,28.1,28.02,23.3,25.65
2005,Dohad,22.127499999999998,31.11433333333333,28.572499999999998,24.846666666666664,27.202333333333332,20.8,27.7,28.25,23.1,25.58
2006,Dohad,21.192,30.444333333333333,30.4345,25.882,27.758416666666665,21.39,27.69,28.02,23.59,25.72
2007,Dohad,22.9185,31.53,29.526500000000002,24.950333333333333,27.782,20.92,27.84,28.11,23.42,25.67
2008,Dohad,21.43,30.146666666666665,29.0905,25.38366666666667,27.15108333333333,20.26,27.7,27.85,23.85,25.55
2009,Dohad,21.793,31.473,29.950499999999998,25.74866666666667,27.921083333333332,21.59,28.12,28.55,23.61,26.05
2010,Dohad,22.23,31.230666666666664,29.2835,24.718333333333334,27.453416666666666,21.09,28.89,28.2,23.58,26.03
2011,Dohad,21.519,30.781666666666666,29.458750000000002,26.243333333333336,27.662333333333333,20.52,27.67,28.06,23.71,25.62
2012,Dohad,22.002499999999998,30.647000000000002,28.661,25.65533333333333,27.296333333333333,20.36,27.82,28.26,23.33,25.6
2013,Dohad,21.475,31.481666666666666,29.238500000000002,26.205,27.747000000000003,20.93,28.04,28.03,23.36,25.68
1997,Gandhinagar,21.549999999999997,30.833333333333332,29.825000000000003,25.233333333333334,27.55,20.2,27.23,28.13,23.22,25.35
1998,Gandhinagar,22.200000000000003,31.03333333333333,31.875,26.900000000000002,28.808333333333334,20.83,27.82,28.31,23.43,25.72
1999,Gandhinagar,23.3,31.46666666666667,30.4,25.333333333333332,28.21666666666667,20.81,27.81,27.92,23.37,25.57
2000,Gandhinagar,20.8,30.600000000000005,29.674999999999997,25.666666666666668,27.425,20.53,27.63,27.85,23.65,25.53
2001,Gandhinagar,22.4,30.3,29.6,25.066666666666663,27.441666666666663,20.78,27.73,27.92,23.61,25.6
2002,Gandhinagar,20.8,30.899999999999995,30.2,24.766666666666666,27.450000000000003,20.74,28.02,28.17,23.57,25.74
2003,Gandhinagar,20.15,30.166666666666668,30.125,25.099999999999998,27.216666666666665,20.71,27.83,28.1,23.33,25.61
2004,Gandhinagar,22.15,30.666666666666668,30.700000000000003,26.2,28.141666666666666,20.76,28.1,28.02,23.3,25.65
2005,Gandhinagar,21.75,31.26666666666667,29.525,24.733333333333334,27.46666666666667,20.8,27.7,28.25,23.1,25.58
2006,Gandhinagar,20.85,30.233333333333334,31.025,25.833333333333332,27.833333333333332,21.39,27.69,28.02,23.59,25.72
2007,Gandhinagar,22.1,31.46666666666667,29.875,24.766666666666666,27.7,20.92,27.84,28.11,23.42,25.67
2008,Gandhinagar,20.8,29.96666666666667,29.675,25.0,27.099999999999998,20.26,27.7,27.85,23.85,25.55
2009,Gandhinagar,21.0,31.2,30.424999999999997,25.333333333333332,27.774999999999995,21.59,28.12,28.55,23.61,26.05
2010,Gandhinagar,21.4,30.633333333333336,29.925,24.566666666666663,27.341666666666665,21.09,28.89,28.2,23.58,26.03
2011,Gandhinagar,20.85,30.566666666666663,30.275,25.933333333333334,27.691666666666663,20.52,27.67,28.06,23.71,25.62
2012,Gandhinagar,21.05,30.666666666666668,29.349999999999998,25.633333333333336,27.366666666666664,20.36,27.82,28.26,23.33,25.6
2013,Gandhinagar,20.799999999999997,31.366666666666664,30.1,26.03333333333333,27.850000000000005,20.93,28.04,28.03,23.36,25.68
1997,Kachchh,16.4535,24.639333333333337,24.7565,20.216666666666665,22.20841666666667,20.2,27.23,28.13,23.22,25.35
1998,Kachchh,17.274,24.50933333333333,26.143250000000002,21.311666666666667,23.048666666666666,20.83,27.82,28.31,23.43,25.72
1999,Kachchh,18.0015,24.951333333333334,25.262999999999998,20.468333333333334,22.77616666666667,20.81,27.81,27.92,23.37,25.57
2000,Kachchh,15.811499999999999,24.00933333333333,24.368000000000002,20.360333333333333,21.850333333333335,20.53,27.63,27.85,23.65,25.53
2001,Kachchh,17.2285,23.998333333333335,24.60225,20.120333333333335,22.10183333333333,20.78,27.73,27.92,23.61,25.6
2002,Kachchh,16.162,24.471000000000004,24.74175,20.203333333333333,22.1095,20.74,28.02,28.17,23.57,25.74
2003,Kachchh,16.381999999999998,23.742333333333335,24.740000000000002,20.527666666666665,22.0445,20.71,27.83,28.1,23.33,25.61
2004,Kachchh,17.802999999999997,24.236333333333334,25.345,21.188,22.77158333333333,20.76,28.1,28.02,23.3,25.65
2005,Kachchh,17.063,24.967333333333332,24.2215,20.037333333333333,22.16883333333333,20.8,27.7,28.25,23.1,25.58
2006,Kachchh,16.6615,23.878666666666664,25.07425,20.547666666666668,22.241583333333335,21.39,27.69,28.02,23.59,25.72
2007,Kachchh,17.276,24.887,24.642500000000002,20.01733333333333,22.31958333333333,20.92,27.84,28.11,23.42,25.67
2008,Kachchh,16.595499999999998,23.938333333333333,24.965500000000002,19.975666666666665,22.06625,20.26,27.7,27.85,23.85,25.55
2009,Kachchh,16.7845,25.004,25.22475,20.73166666666667,22.639583333333334,21.59,28.12,28.55,23.61,26.05
2010,Kachchh,17.1665,24.465,24.633750000000003,20.697333333333333,22.362916666666663,21.09,28.89,28.2,23.58,26.03
2011,Kachchh,16.817,24.675666666666668,24.8225,20.956999999999997,22.485166666666668,20.52,27.67,28.06,23.71,25.62
2012,Kachchh,16.558999999999997,24.712,24.49175,21.093666666666667,22.37516666666667,20.36,27.82,28.26,23.33,25.6
2013,Kachchh,16.96,25.12066666666667,24.6435,20.769333333333332,22.513666666666666,20.93,28.04,28.03,23.36,25.68
1997,Kheda,21.869999999999997,30.82466666666667,29.643250000000002,25.367,27.573999999999998,20.2,27.23,28.13,23.22,25.35
1998,Kheda,22.4725,30.979000000000003,31.53625,26.873,28.720499999999998,20.83,27.82,28.31,23.43,25.72
1999,Kheda,23.491,31.39233333333333,30.21375,25.31833333333333,28.164083333333327,20.81,27.81,27.92,23.37,25.57
2000,Kheda,21.134500000000003,30.54733333333333,29.527250000000002,25.817333333333334,27.456,20.53,27.63,27.85,23.65,25.53
2001,Kheda,22.7095,30.243,29.389999999999997,25.326666666666664,27.474000000000004,20.78,27.73,27.92,23.61,25.6
2002,Kheda,21.127000000000002,30.86433333333333,30.00875,24.976333333333333,27.484250000000003,20.74,28.02,28.17,23.57,25.74
2003,Kheda,20.603,30.211333333333332,30.0585,25.27666666666667,27.325333333333333,20.71,27.83,28.1,23.33,25.61
2004,Kheda,22.4175,30.610333333333333,30.44275,26.26466666666667,28.102583333333328,20.76,28.1,28.02,23.3,25.65
2005,Kheda,21.984,31.17,29.281999999999996,24.945666666666664,27.45358333333333,20.8,27.7,28.25,23.1,25.58
2006,Kheda,21.1445,30.30633333333334,30.877,25.93733333333334,27.877333333333336,21.39,27.69,28.02,23.59,25.72
2007,Kheda,22.426499999999997,31.43433333333333,29.784750000000003,25.00533333333333,27.77591666666667,20.92,27.84,28.11,23.42,25.67
2008,Kheda,21.0605,29.977999999999998,29.553749999999997,25.38966666666667,27.20325,20.26,27.7,27.85,23.85,25.55
2009,Kheda,21.409,31.22266666666667,30.27225,25.550333333333338,27.852166666666665,21.59,28.12,28.55,23.61,26.05
2010,Kheda,21.765,30.679333333333332,29.72475,24.737333333333336,27.389916666666664,21.09,28.89,28.2,23.58,26.03
2011,Kheda,21.214,30.52133333333333,30.0275,26.163666666666668,27.716083333333334,20.52,27.67,28.06,23.71,25.62
2012,Kheda,21.481,30.606666666666666,29.178,25.78,27.402833333333334,20.36,27.82,28.26,23.33,25.6
2013,Kheda,21.2315,31.364666666666665,29.866500000000002,26.220333333333333,27.89033333333333,20.93,28.04,28.03,23.36,25.68
1997,Mahesana,21.066,30.704666666666668,29.8275,25.039333333333335,27.389499999999998,20.2,27.23,28.13,23.22,25.35
1998,Mahesana,21.768,30.846000000000004,31.94775,26.74966666666667,28.676166666666663,20.83,27.82,28.31,23.43,25.72
1999,Mahesana,22.9055,31.282666666666668,30.365499999999997,25.12366666666667,28.041000000000007,20.81,27.81,27.92,23.37,25.57
2000,Mahesana,20.191,30.419666666666668,29.655499999999996,25.456333333333333,27.219333333333328,20.53,27.63,27.85,23.65,25.53
2001,Mahesana,21.963,30.153666666666666,29.590500000000002,24.795,27.261166666666668,20.78,27.73,27.92,23.61,25.6
2002,Mahesana,20.372,30.673000000000002,30.22425,24.545,27.27458333333333,20.74,28.02,28.17,23.57,25.74
2003,Mahesana,19.7885,29.917666666666666,30.101,24.88166666666667,27.03158333333333,20.71,27.83,28.1,23.33,25.61
2004,Mahesana,21.816,30.465999999999998,30.722,26.064999999999998,28.009416666666667,20.76,28.1,28.02,23.3,25.65
2005,Mahesana,21.3495,31.207333333333338,29.50725,24.529,27.328083333333336,20.8,27.7,28.25,23.1,25.58
2006,Mahesana,20.509,30.028999999999996,30.969250000000002,25.605333333333334,27.64983333333333,21.39,27.69,28.02,23.59,25.72
2007,Mahesana,21.637999999999998,31.275000000000002,29.7715,24.552333333333333,27.486999999999995,20.92,27.84,28.11,23.42,25.67
2008,Mahesana,20.412,29.752666666666666,29.656750000000002,24.597333333333335,26.875083333333333,20.26,27.7,27.85,23.85,25.55
2009,Mahesana,20.6485,30.991,30.384,25.084000000000003,27.588166666666666,21.59,28.12,28.55,23.61,26.05
2010,Mahesana,20.9665,30.417666666666662,29.93075,24.412333333333333,27.178833333333333,21.09,28.89,28.2,23.58,26.03
2011,Mahesana,20.4565,30.385333333333335,30.26225,25.692333333333334,27.516249999999996,20.52,27.67,28.06,23.71,25.62
2012,Mahesana,20.488500000000002,30.50333333333333,29.3585,25.456333333333333,27.190833333333334,20.36,27.82,28.26,23.33,25.6
2013,Mahesana,20.456,31.252,30.16125,25.807,27.727833333333336,20.93,28.04,28.03,23.36,25.68
1997,Narmada,23.341500000000003,30.100333333333335,28.523000000000003,26.129,27.455250000000003,20.2,27.23,28.13,23.22,25.35
1998,Narmada,23.930500000000002,30.26666666666667,29.823749999999997,27.120333333333335,28.276416666666666,20.83,27.82,28.31,23.43,25.72
1999,Narmada,24.662,30.486333333333334,29.04025,25.983666666666668,27.907916666666665,20.81,27.81,27.92,23.37,25.57
2000,Narmada,22.899,29.749333333333336,28.405,26.646666666666672,27.38383333333333,20.53,27.63,27.85,23.65,25.53
2001,Narmada,24.240499999999997,29.379,28.171499999999998,26.473,27.39358333333334,20.78,27.73,27.92,23.61,25.6
2002,Narmada,22.738500000000002,30.141333333333336,28.734,26.064999999999998,27.41933333333333,20.74,28.02,28.17,23.57,25.74
2003,Narmada,22.556,29.676666666666666,29.10575,26.235,27.43916666666667,20.71,27.83,28.1,23.33,25.61
2004,Narmada,23.7605,29.768999999999995,28.992250000000002,26.802000000000003,27.766916666666663,20.76,28.1,28.02,23.3,25.65
2005,Narmada,23.383000000000003,30.205333333333332,27.9605,26.024666666666665,27.274833333333333,20.8,27.7,28.25,23.1,25.58
2006,Narmada,22.582500000000003,29.884666666666664,29.704250000000002,26.694333333333333,27.80991666666667,21.39,27.69,28.02,23.59,25.72
2007,Narmada,24.061999999999998,30.632666666666665,28.884,26.030666666666672,27.804166666666664,20.92,27.84,28.11,23.42,25.67
2008,Narmada,22.465,29.240333333333336,28.36175,26.89633333333333,27.232250000000004,20.26,27.7,27.85,23.85,25.55
2009,Narmada,23.126,30.596666666666668,29.163999999999998,26.604333333333333,27.875916666666665,21.59,28.12,28.55,23.61,26.05
2010,Narmada,23.413,30.222333333333335,28.399,25.764,27.36508333333333,21.09,28.89,28.2,23.58,26.03
2011,Narmada,22.889499999999998,29.796000000000003,28.69175,27.186333333333334,27.624416666666665,20.52,27.67,28.06,23.71,25.62
2012,Narmada,23.3945,29.759666666666664,28.04325,26.650333333333336,27.34933333333333,20.36,27.82,28.26,23.33,25.6
2013,Narmada,22.899,30.575333333333333,28.548000000000002,27.15733333333333,27.765666666666664,20.93,28.04,28.03,23.36,25.68
1997,Panch Mahals,22.25,30.930666666666667,29.4435,25.48266666666667,27.626166666666663,20.2,27.23,28.13,23.22,25.35
1998,Panch Mahals,22.839,31.039666666666665,31.17325,26.703000000000003,28.63325,20.83,27.82,28.31,23.43,25.72
1999,Panch Mahals,23.849,31.516666666666662,30.004500000000004,25.358333333333334,28.19508333333333,20.81,27.81,27.92,23.37,25.57
2000,Panch Mahals,21.6115,30.60633333333333,29.336,25.939666666666668,27.517083333333332,20.53,27.63,27.85,23.65,25.53
2001,Panch Mahals,23.1675,30.316999999999997,29.09075,25.526666666666667,27.51908333333333,20.78,27.73,27.92,23.61,25.6
2002,Panch Mahals,21.621000000000002,30.987,29.73225,25.219666666666665,27.565916666666663,20.74,28.02,28.17,23.57,25.74
2003,Panch Mahals,21.194000000000003,30.453999999999997,29.9185,25.398666666666667,27.46833333333333,20.71,27.83,28.1,23.33,25.61
2004,Panch Mahals,22.8005,30.689333333333334,30.10975,26.307333333333336,28.085833333333326,20.76,28.1,28.02,23.3,25.65
2005,Panch Mahals,22.3525,31.197666666666667,28.91225,25.158,27.45175,20.8,27.7,28.25,23.1,25.58
2006,Panch Mahals,21.469,30.472333333333335,30.670250000000003,26.147666666666666,27.956583333333338,21.39,27.69,28.02,23.59,25.72
2007,Panch Mahals,23.017000000000003,31.55,29.7115,25.260333333333335,27.942583333333335,20.92,27.84,28.11,23.42,25.67
2008,Panch Mahals,21.5665,30.16,29.33475,25.673,27.330916666666667,20.26,27.7,27.85,23.85,25.55
2009,Panch Mahals,21.947499999999998,31.441999999999997,30.146,25.908,28.044083333333333,21.59,28.12,28.55,23.61,26.05
2010,Panch Mahals,22.3435,31.087,29.51375,24.969333333333335,27.57591666666666,21.09,28.89,28.2,23.58,26.03
2011,Panch Mahals,21.6875,30.736,29.736,26.471,27.828333333333333,20.52,27.67,28.06,23.71,25.62
2012,Panch Mahals,22.0775,30.66633333333333,28.92775,25.951333333333338,27.476583333333334,20.36,27.82,28.26,23.33,25.6
2013,Panch Mahals,21.677500000000002,31.504333333333335,29.54975,26.452,27.951916666666666,20.93,28.04,28.03,23.36,25.68
1997,Patan,20.610500000000002,30.715000000000003,30.150000000000002,24.920999999999996,27.39408333333333,20.2,27.23,28.13,23.22,25.35
1998,Patan,21.4005,30.781666666666666,32.20725,26.588333333333335,28.645,20.83,27.82,28.31,23.43,25.72
1999,Patan,22.445999999999998,31.24,30.722749999999998,25.039666666666665,28.051833333333335,20.81,27.81,27.92,23.37,25.57
2000,Patan,19.6625,30.236999999999995,29.833,25.22366666666667,27.086583333333333,20.53,27.63,27.85,23.65,25.53
2001,Patan,21.4805,30.057333333333332,29.93925,24.685999999999996,27.24566666666667,20.78,27.73,27.92,23.61,25.6
2002,Patan,20.014,30.619666666666664,30.412,24.495,27.25166666666667,20.74,28.02,28.17,23.57,25.74
2003,Patan,19.609499999999997,29.780999999999995,30.304,24.892333333333337,27.03791666666667,20.71,27.83,28.1,23.33,25.61
2004,Patan,21.5515,30.356666666666666,31.021,25.991333333333333,28.019250000000003,20.76,28.1,28.02,23.3,25.65
2005,Patan,20.978,31.221000000000004,29.66775,24.388333333333335,27.28791666666667,20.8,27.7,28.25,23.1,25.58
2006,Patan,20.2135,29.87366666666667,31.023,25.41033333333333,27.530916666666673,21.39,27.69,28.02,23.59,25.72
2007,Patan,21.282,31.22,30.027500000000003,24.495333333333335,27.485000000000003,20.92,27.84,28.11,23.42,25.67
2008,Patan,20.18,29.76533333333333,30.06,24.551333333333332,26.962500000000006,20.26,27.7,27.85,23.85,25.55
2009,Patan,20.380499999999998,31.025333333333336,30.732,25.08866666666667,27.669250000000005,21.59,28.12,28.55,23.61,26.05
2010,Patan,20.7625,30.380666666666666,30.14825,24.602999999999998,27.255750000000003,21.09,28.89,28.2,23.58,26.03
2011,Patan,20.2135,30.46666666666667,30.5375,25.626333333333335,27.57133333333334,20.52,27.67,28.06,23.71,25.62
2012,Patan,20.1905,30.586333333333332,29.677,25.53533333333333,27.287833333333335,20.36,27.82,28.26,23.33,25.6
2013,Patan,20.3355,31.262666666666664,30.387750000000004,25.584,27.730166666666666,20.93,28.04,28.03,23.36,25.68
1997,Rajkot,21.192,28.782333333333337,28.745,25.301666666666666,26.634666666666664,20.2,27.23,28.13,23.22,25.35
1998,Rajkot,21.9775,28.612333333333336,30.59375,26.99333333333333,27.762250000000005,20.83,27.82,28.31,23.43,25.72
1999,Rajkot,22.8625,28.852999999999998,29.009,25.201333333333334,26.99366666666667,20.81,27.81,27.92,23.37,25.57
2000,Rajkot,20.131500000000003,28.136666666666667,28.3415,25.687,26.258333333333336,20.53,27.63,27.85,23.65,25.53
2001,Rajkot,22.271,27.790999999999997,28.5025,24.915000000000003,26.389166666666664,20.78,27.73,27.92,23.61,25.6
2002,Rajkot,20.639499999999998,28.495,28.57725,25.36566666666667,26.430833333333336,20.74,28.02,28.17,23.57,25.74
2003,Rajkot,21.039,27.822333333333333,28.8775,25.290999999999997,26.410666666666668,20.71,27.83,28.1,23.33,25.61
2004,Rajkot,22.637999999999998,28.248333333333335,29.426750000000002,26.201999999999998,27.1945,20.76,28.1,28.02,23.3,25.65
2005,Rajkot,21.7205,29.008999999999997,27.906,25.235000000000003,26.483083333333337,20.8,27.7,28.25,23.1,25.58
2006,Rajkot,21.139499999999998,28.097333333333335,29.528250000000003,25.62166666666667,26.79575,21.39,27.69,28.02,23.59,25.72
2007,Rajkot,22.062,29.087,28.697249999999997,25.023666666666667,26.770416666666662,20.92,27.84,28.11,23.42,25.67
2008,Rajkot,20.9005,28.05,28.78175,24.959000000000003,26.329583333333336,20.26,27.7,27.85,23.85,25.55
2009,Rajkot,21.292,28.973333333333333,28.93525,25.669999999999998,26.854583333333334,21.59,28.12,28.55,23.61,26.05
2010,Rajkot,21.688000000000002,28.479,28.528499999999998,25.302333333333333,26.5695,21.09,28.89,28.2,23.58,26.03
2011,Rajkot,21.372500000000002,28.364,28.44875,25.913999999999998,26.614499999999996,20.52,27.67,28.06,23.71,25.62
2012,Rajkot,21.073500000000003,28.598666666666663,28.2525,25.870666666666665,26.547083333333333,20.36,27.82,28.26,23.33,25.6
2013,Rajkot,21.466,29.245,28.31475,25.989,26.824416666666668,20.93,28.04,28.03,23.36,25.68
1997,Sabar Kantha,21.2045,30.800333333333338,29.640500000000003,25.003,27.365083333333335,20.2,27.23,28.13,23.22,25.35
1998,Sabar Kantha,21.915,30.93733333333334,31.655250000000002,26.46466666666667,28.55475,20.83,27.82,28.31,23.43,25.72
1999,Sabar Kantha,23.005499999999998,31.477333333333334,30.121750000000002,25.032,28.002166666666668,20.81,27.81,27.92,23.37,25.57
2000,Sabar Kantha,20.485500000000002,30.516666666666666,29.473000000000003,25.426,27.22425,20.53,27.63,27.85,23.65,25.53
2001,Sabar Kantha,22.1665,30.280666666666665,29.341749999999998,24.805666666666667,27.246583333333337,20.78,27.73,27.92,23.61,25.6
2002,Sabar Kantha,20.5905,30.697999999999997,30.03,24.548000000000002,27.253250000000005,20.74,28.02,28.17,23.57,25.74
2003,Sabar Kantha,20.105,30.164,29.977249999999998,24.788333333333338,27.081333333333333,20.71,27.83,28.1,23.33,25.61
2004,Sabar Kantha,21.964,30.608333333333334,30.3985,25.95,27.933083333333332,20.76,28.1,28.02,23.3,25.65
2005,Sabar Kantha,21.5035,31.280333333333335,29.20125,24.550333333333338,27.275333333333336,20.8,27.7,28.25,23.1,25.58
2006,Sabar Kantha,20.6375,30.168666666666667,30.79325,25.619,27.650916666666664,21.39,27.69,28.02,23.59,25.72
2007,Sabar Kantha,21.8585,31.419,29.65775,24.55966666666667,27.52366666666667,20.92,27.84,28.11,23.42,25.67
2008,Sabar Kantha,20.636499999999998,29.872000000000003,29.464000000000002,24.563333333333333,26.86958333333334,20.26,27.7,27.85,23.85,25.55
2009,Sabar Kantha,20.895,31.157333333333337,30.28,25.215666666666667,27.669083333333333,21.59,28.12,28.55,23.61,26.05
2010,Sabar Kantha,21.21,30.786666666666672,29.756,24.43766666666667,27.25975,21.09,28.89,28.2,23.58,26.03
2011,Sabar Kantha,20.670500000000004,30.61566666666667,30.055750000000003,25.786666666666672,27.56425,20.52,27.67,28.06,23.71,25.62
2012,Sabar Kantha,20.825499999999998,30.572999999999997,29.1545,25.429000000000002,27.18958333333333,20.36,27.82,28.26,23.33,25.6
2013,Sabar Kantha,20.6125,31.450666666666667,30.005000000000003,25.889666666666667,27.772166666666667,20.93,28.04,28.03,23.36,25.68
1997,Surat,18.019,23.00333333333333,21.86525,20.061,21.05766666666667,20.2,27.23,28.13,23.22,25.35
1998,Surat,18.448999999999998,23.145666666666667,22.7485,20.855,21.657833333333333,20.83,27.82,28.31,23.43,25.72
1999,Surat,18.936999999999998,23.243,22.197750000000003,19.926,21.34766666666667,20.81,27.81,27.92,23.37,25.57
2000,Surat,17.706,22.763666666666666,21.74475,20.441666666666666,21.000583333333335,20.53,27.63,27.85,23.65,25.53
2001,Surat,18.692500000000003,22.48733333333333,21.630499999999998,20.355,21.03616666666667,20.78,27.73,27.92,23.61,25.6
2002,Surat,17.541,23.031333333333333,22.014499999999998,20.018333333333334,21.024083333333333,20.74,28.02,28.17,23.57,25.74
2003,Surat,17.448,22.68433333333333,22.274250000000002,20.173333333333332,21.04716666666667,20.71,27.83,28.1,23.33,25.61
2004,Surat,18.25,22.757333333333335,22.17675,20.525333333333332,21.254583333333333,20.76,28.1,28.02,23.3,25.65
2005,Surat,18.0435,23.08666666666667,21.46525,19.95266666666667,20.922166666666666,20.8,27.7,28.25,23.1,25.58
2006,Surat,17.429499999999997,22.888333333333332,22.73225,20.37633333333333,21.2985,21.39,27.69,28.02,23.59,25.72
2007,Surat,18.4535,23.377333333333336,22.10625,19.98,21.283666666666665,20.92,27.84,28.11,23.42,25.67
2008,Surat,17.2365,22.310000000000002,21.729,20.723333333333333,20.874083333333335,20.26,27.7,27.85,23.85,25.55
2009,Surat,17.816000000000003,23.343999999999998,22.31575,20.296666666666667,21.318083333333334,21.59,28.12,28.55,23.61,26.05
2010,Surat,17.981,23.005333333333336,21.69325,19.768333333333334,20.921333333333333,21.09,28.89,28.2,23.58,26.03
2011,Surat,17.658,22.706666666666667,21.95925,20.74833333333333,21.1265,20.52,27.67,28.06,23.71,25.62
2012,Surat,18.045,22.721999999999998,21.503,20.419333333333334,20.9605,20.36,27.82,28.26,23.33,25.6
2013,Surat,17.674,23.372,21.87925,20.805,21.283000000000005,20.93,28.04,28.03,23.36,25.68
